 Steps         KinEng         PotEng         TotEng          dE_dN        ElecNum       RxnCoord      MeanForce
   221       0.135396  -11412.955350  -11412.819954        -3.4299         0.0315          -1.20       0.018818
   222       0.135396  -11412.954364  -11412.818967        -3.4100         0.0315          -1.20       0.022698
   223       0.135396  -11412.954364  -11412.818967        -2.4283         0.0315          -1.20       0.019005
   224       0.146962  -11412.953442  -11412.806480        -3.5244         0.0315          -1.20       0.015510
   225       0.146962  -11412.954382  -11412.807420        -3.3422         0.0394          -1.20       0.015573
   226       0.146962  -11412.954382  -11412.807420        -3.5357         0.0394          -1.20       0.022698
   227       0.186556  -11412.954382  -11412.778410        -3.3120         0.0394          -1.20       0.015573
   228       0.154493  -11412.948815  -11412.794322        -3.3312         0.0394          -1.20       0.006290
   229       0.154493  -11412.947521  -11412.793027        -3.5710         0.0285          -1.20       0.006211
   230       0.154493  -11412.947521  -11412.793027        -4.3065         0.0285          -1.20       0.022698
   231       0.145315  -11412.947113  -11412.801799        -3.5173         0.0285          -1.20       0.013709
   232       0.145315  -11412.947113  -11412.801799        -4.5723         0.0285          -1.20       0.006211
   233       0.188817  -11412.947113  -11412.765422        -3.6248         0.0285          -1.20       0.013709
   234       0.188817  -11412.947113  -11412.765422        -3.5233         0.0285          -1.20       0.022698
   235       0.188817  -11412.939623  -11412.750805        -4.8695        -0.0237          -1.20       0.013453
   236       0.188817  -11412.939623  -11412.750805        -6.3843        -0.0237          -1.20       0.013453
   237       0.188817  -11412.935653  -11412.746836        -5.5588        -0.0458          -1.20       0.013367
   238       0.156360  -11412.944810  -11412.788451        -5.4893        -0.0458          -1.20      -0.003668
   239       0.156360  -11412.944810  -11412.788451        -5.4411        -0.0458          -1.20       0.022698
   240       0.147029  -11412.951487  -11412.804458        -5.2795        -0.0458          -1.20       0.007596
   241       0.169037  -11412.950317  -11412.781280        -5.3224        -0.0458          -1.20       0.000805
   242       0.143918  -11412.949316  -11412.805397        -5.4133        -0.0458          -1.20       0.004919
   243       0.159606  -11412.950444  -11412.790838        -5.5315        -0.0458          -1.20      -0.000632
   244       0.158890  -11412.960315  -11412.801425        -5.6947        -0.0458          -1.20      -0.006377
   245       0.130178  -11412.960315  -11412.826185        -5.4046        -0.0458          -1.20      -0.006377
   246       0.130178  -11412.964476  -11412.834298        -4.9671        -0.0232          -1.20      -0.006243
   247       0.150648  -11412.964476  -11412.804041        -4.7938        -0.0232          -1.20      -0.006243
   248       0.150648  -11412.969982  -11412.819334        -3.9758         0.0127          -1.20      -0.005994
   249       0.150934  -11412.969982  -11412.801989        -3.8043         0.0127          -1.20      -0.005994
   250       0.150934  -11412.969982  -11412.801989        -2.5963         0.0127          -1.20      -0.005994
   251       0.145639  -11412.969982  -11412.830416        -3.9561         0.0127          -1.20      -0.005994
   252       0.145639  -11412.969982  -11412.830416        -3.9095         0.0127          -1.20       0.022698
   253       0.150421  -11412.969982  -11412.818498        -3.9588         0.0127          -1.20      -0.005994
   254       0.150421  -11412.967132  -11412.816711        -4.4921        -0.0068          -1.20      -0.006138
   255       0.161247  -11412.967132  -11412.800132        -4.3009        -0.0068          -1.20      -0.006138
   256       0.161247  -11412.967132  -11412.800132        -5.8827        -0.0068          -1.20      -0.006138
   257       0.161247  -11412.967132  -11412.800132        -6.0203        -0.0068          -1.20      -0.006138
   258       0.125474  -11412.967132  -11412.831362        -4.4394        -0.0068          -1.20      -0.006138
   259       0.125474  -11412.969353  -11412.843879        -4.0905         0.0082          -1.20      -0.006029
   260       0.153378  -11412.969353  -11412.808495        -3.7894         0.0082          -1.20      -0.006029
   261       0.153394  -11412.970721  -11412.817327        -4.0389         0.0082          -1.20       0.000294
   262       0.159124  -11412.970721  -11412.806419        -4.0292         0.0082          -1.20       0.000294
   263       0.159124  -11412.964389  -11412.805265        -5.2076        -0.0318          -1.20       0.000032
   264       0.159124  -11412.970895  -11412.811771        -4.0068         0.0094          -1.20       0.000303
   265       0.159124  -11412.970895  -11412.811771        -3.9369         0.0094          -1.20       0.022698
   266       0.159124  -11412.971748  -11412.812624        -3.8497         0.0157          -1.20       0.000353
   267       0.135961  -11412.966978  -11412.831017        -3.9245         0.0157          -1.20      -0.003011
   268       0.135961  -11412.972066  -11412.836104        -2.9307         0.0589          -1.20      -0.002659
   269       0.162968  -11412.968067  -11412.805099        -2.8592         0.0589          -1.20       0.000847
